seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hfk.hf.padj,hfk.hf.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr17,28747887,28747952,66,+,7507,peak10758,Mapk14,NA,NA,NA,Mapk14,NA,FALSE,NA,utr3,Mapk14,0.14271564591323307,1.3506745388409145,miR-192-5p/215-5p,miR-141-3p,NA,NA,ENSMUSG00000053436,P47811,26416
chr17,28969455,28969510,56,+,2030,peak10775,Kctd20,NA,NA,NA,Kctd20,Kctd20,FALSE,NA,utr3,Kctd20,0.015396619199135111,-1.9759359932896154,NA,"miR-141-3p, miR-30-5p/384-5p, miR-130-3p/301-3p",NA,miR-19-3p,ENSMUSG00000005936,Q8CDD8,66989
chr17,29099780,29099874,95,+,5162,peak10781,Cdkn1a,NA,NA,NA,Cdkn1a,Cdkn1a,FALSE,NA,utr3,Cdkn1a,0.08924236836711506,1.4227331883664358,NA,miR-17-5p/20-5p/93-5p/106-5p,NA,miR-139-3p,ENSMUSG00000023067,P39689,12575
chr17,29100199,29100290,92,+,5220,peak10785,Cdkn1a,NA,NA,NA,Cdkn1a,Cdkn1a,FALSE,NA,utr3,Cdkn1a,0.006842143922017495,3.0894754549021153,NA,miR-22-3p,NA,miR-24-5p,ENSMUSG00000023067,P39689,12575
chr17,29494920,29495016,97,+,3461,peak10792,Pim1,NA,NA,NA,Pim1,NA,FALSE,NA,utr3,Pim1,0.016622229175666896,3.2700750747348994,NA,NA,NA,"miR-141-3p, miR-28-3p",ENSMUSG00000024014,P06803,18712
chr17,29495149,29495217,69,+,11929,peak10793,Pim1,NA,NA,NA,Pim1,NA,FALSE,NA,utr3,Pim1,0.047131020466847605,1.5438625568978601,miR-26-5p,NA,NA,let-7-5p/miR-98-5p,ENSMUSG00000024014,P06803,18712
chr17,30062106,30062161,56,+,8721,peak10800,NA,Zfand3,NA,NA,NA,NA,FALSE,NA,intron,Zfand3,9.299151744075128e-5,5.569780447933578,miR-194-5p,miR-16-2-3p,NA,miR-340-5p,ENSMUSG00000044477,Q497H0,21769
chr17,30135429,30135492,64,+,4776,peak10802,Zfand3,NA,NA,NA,NA,NA,FALSE,NA,exon,Zfand3,0.4306331077729742,0.634867773948381,miR-181-5p,NA,NA,NA,ENSMUSG00000044477,Q497H0,21769
chr17,30192565,30192615,51,+,1250,peak10803,Zfand3,NA,NA,NA,NA,NA,FALSE,NA,exon,Zfand3,0.05443010401243749,3.3276272093305876,NA,NA,NA,NA,ENSMUSG00000044477,Q497H0,21769
chr17,30208505,30208564,60,+,2809,peak10808,Zfand3,NA,NA,NA,Zfand3,Zfand3,FALSE,NA,utr3,Zfand3,0.11688685330879589,1.4520672546266835,NA,miR-22-3p,NA,NA,ENSMUSG00000044477,Q497H0,21769
chr17,30208827,30208926,100,+,2960,peak10810,Zfand3,NA,NA,NA,Zfand3,Zfand3,FALSE,NA,utr3,Zfand3,0.3273733617933718,0.9206887324531791,NA,"miR-182-5p, miR-194-2-3p/6926-5p/7055-5p",NA,"miR-139-5p, miR-96-5p, miR-221-3p/222-3p, miR-148-3p/152-3p",ENSMUSG00000044477,Q497H0,21769
chr17,31115174,31115229,56,+,5919,peak10814,Abcg1,NA,NA,NA,Abcg1,NA,FALSE,NA,utr3,Abcg1,0.08129044864933382,-0.9334504771020999,NA,"miR-423-3p, miR-196-5p, let-7-5p/miR-98-5p, miR-190-5p, miR-484",NA,NA,ENSMUSG00000024030,Q64343,11307
chr17,31349372,31349421,50,+,6439,peak10823,Slc37a1,Slc37a1,NA,NA,NA,NA,FALSE,NA,exon,Slc37a1,0.05160172148764776,1.637369640456663,NA,NA,NA,miR-378-3p,ENSMUSG00000024036,Q8R070,224674
chr17,31350138,31350193,56,+,5004,peak10825,Slc37a1,NA,NA,NA,Slc37a1,NA,FALSE,NA,utr3,Slc37a1,0.418032470577526,0.7960140460632925,NA,miR-181-5p,NA,"miR-27-3p, miR-24-3p, miR-484",ENSMUSG00000024036,Q8R070,224674
chr17,31435474,31435525,52,+,2920,peak10829,NA,Pde9a,NA,NA,NA,NA,FALSE,NA,intron,Pde9a,0.03128720433123056,2.9493929190896178,NA,NA,miR-185-5p,"miR-26-5p, miR-224-5p",ENSMUSG00000041119,O70628,18585
chr17,31443833,31443881,49,+,3597,peak10832,Pde9a,Pde9a,Pde9a,Pde9a,Pde9a,Pde9a,FALSE,NA,utr3,Pde9a,0.5952262981978631,0.483111617253987,NA,NA,NA,"miR-200ab-5p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000041119,O70628,18585
chr17,31521613,31521666,54,+,986,peak10847,Ndufv3,NA,NA,NA,NA,NA,FALSE,NA,exon,Ndufv3,0.004413933982320899,-2.430582079610662,NA,NA,NA,NA,ENSMUSG00000024038,Q8BK30,78330
chr17,33838226,33838283,58,+,1791,peak10853,Ndufa7,NA,NA,NA,Ndufa7,NA,FALSE,NA,utr3,Ndufa7,0.07837783410891229,2.524087986057517,NA,NA,NA,NA,ENSMUSG00000041881,Q9Z1P6,66416
chr17,33926621,33926706,86,+,3335,peak10858,Tapbp,Tapbp,NA,NA,NA,NA,FALSE,NA,exon,Tapbp,0.20441337877186194,1.5906597495930697,NA,NA,miR-484,NA,ENSMUSG00000024308 ENSMUSG00000038213,Q9R233 Q8VD31,21356 213233
chr17,34196995,34197060,66,+,2196,peak10867,Tap1,NA,NA,Psmb8,Tap1,NA,FALSE,NA,utr3,Tap1,0.010302276478893316,-1.7813317059998135,NA,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-139-3p",miR-29-3p,ENSMUSG00000037321,P21958,21354
chr17,34305904,34305959,56,+,2936,peak10869,H2-Eb1,NA,H2-Eb1,NA,NA,NA,FALSE,NA,utr5,H2-Eb1,4.697642756005807e-11,-3.627192791924944,NA,NA,NA,"miR-185-5p, miR-139-3p",ENSMUSG00000060586,P04230 P04231 P18468 P18469,14969
chr17,34316109,34316164,56,+,1419,peak10873,H2-Eb1,NA,NA,NA,H2-Eb1,NA,FALSE,NA,utr3,H2-Eb1,0.078054777419646,2.599867458744422,miR-24-3p,NA,miR-425-5p/489-3p,NA,ENSMUSG00000060586,P04230 P04231 P18468 P18469,14969
chr17,34596407,34596469,63,+,9678,peak10875,Pbx2,NA,NA,Ager,Pbx2,Pbx2,FALSE,NA,utr3,Pbx2,8.317613551679137e-6,-2.601707093744979,NA,let-7-5p/miR-98-5p,NA,miR-196-5p,ENSMUSG00000034673,O35984,18515
chr17,34917514,34917572,59,+,2249,peak10878,Slc44a4,Slc44a4,NA,Slc44a4,NA,NA,FALSE,NA,utr5*,Slc44a4,0.02847850020456871,3.1455716854842266,NA,NA,NA,miR-484,ENSMUSG00000007034,Q91VA1,70129
chr17,34918501,34918549,49,+,3996,peak10881,Slc44a4,Slc44a4,Slc44a4,NA,NA,NA,FALSE,NA,utr5,Slc44a4,0.2717401159406342,0.7941873506222518,miR-7-5p,NA,NA,NA,ENSMUSG00000007034,Q91VA1,70129
chr17,34935032,34935132,101,+,5475,peak10901,Neu1,NA,NA,NA,Neu1,NA,FALSE,NA,utr3,Neu1,0.8947650266939072,-0.09644313339158267,NA,NA,miR-7-5p,NA,ENSMUSG00000007038,O35657,18010
chr17,34935773,34935849,77,+,2519,peak10904,Neu1,NA,NA,NA,Neu1,NA,FALSE,NA,utr3,Neu1,0.43895336584562256,0.7544368587803411,NA,"miR-139-5p, miR-185-5p, miR-192-5p/215-5p",NA,miR-27-3p,ENSMUSG00000007038,O35657,18010
chr17,35052437,35052538,102,+,5142,peak10907,Clic1,NA,NA,NA,NA,NA,FALSE,NA,exon,Clic1,0.1265317276990947,1.3802817471766926,miR-324-3p,"miR-29-3p, miR-96-5p",NA,"miR-182-5p, miR-140-5p, miR-18-5p, miR-194-2-3p/6926-5p/7055-5p, miR-34-5p/449-5p",ENSMUSG00000007041,Q9Z1Q5,114584
chr17,35055226,35055271,46,+,2762,peak10909,Clic1,Clic1,NA,NA,NA,NA,FALSE,NA,exon,Clic1,0.030533458967130004,2.574539684840878,NA,NA,NA,"miR-205-5p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000007041,Q9Z1Q5,114584
chr17,35069551,35069600,50,+,2075,peak10914,Ly6g6c,NA,NA,NA,Ly6g6c,Ly6g6c,FALSE,NA,utr3,Ly6g6c,0.005071268682271005,4.531013854942443,NA,miR-24-3p,miR-484,NA,ENSMUSG00000092586,Q9Z1Q4,68468
chr17,35140321,35140376,56,+,2144,peak10916,Bag6,NA,NA,NA,NA,NA,FALSE,NA,exon,Bag6,0.18251578192382165,1.5952618908116927,NA,NA,NA,NA,ENSMUSG00000024392,Q9Z1R2,224727
chr17,35242678,35242741,64,+,7917,peak10917,Gm22589,Ddx39b,Ddx39b,Ddx39b,NA,NA,FALSE,NA,utr5,Gm22589 Ddx39b,0.018030567399398085,2.4039446455907685,NA,NA,NA,miR-324-3p,NA,Q9Z1N5,NA
chr17,35266205,35266267,63,+,21979,peak10927,H2-D1,NA,NA,NA,NA,NA,FALSE,NA,exon,H2-D1,0.26695881991568704,0.5755856965575384,NA,NA,NA,NA,ENSMUSG00000073411,P01895 P01899 P01900 P14426 P14427,14964
chr17,35267054,35267087,34,+,3089,peak10931,H2-D1,NA,NA,NA,H2-D1,H2-D1,FALSE,NA,utr3,H2-D1,0.08712789253003876,1.442073201045967,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,miR-103-3p/107-3p,ENSMUSG00000073411,P01895 P01899 P01900 P14426 P14427,14964
chr17,35267114,35267147,34,+,3519,peak10932,H2-D1,NA,NA,NA,H2-D1,H2-D1,FALSE,NA,utr3,H2-D1,0.10249695880341064,2.153080627544457,NA,NA,NA,"miR-21ac-5p, miR-22-3p",ENSMUSG00000073411,P01895 P01899 P01900 P14426 P14427,14964
chr17,35929225,35929279,55,+,3038,peak10943,Ppp1r10,NA,NA,NA,NA,NA,FALSE,NA,exon,Ppp1r10,0.03734316164537038,2.5782432428863036,miR-24-3p,NA,NA,NA,ENSMUSG00000039220,Q80W00,52040
chr17,35931986,35932047,62,+,3550,peak10945,Ppp1r10,NA,NA,NA,Ppp1r10,NA,FALSE,NA,utr3,Ppp1r10,0.7657800128926084,0.2788804818232191,NA,"miR-34-5p/449-5p, miR-148-3p/152-3p",NA,"miR-30a-3p/30d-3p/30e-3p, miR-130-3p/301-3p",ENSMUSG00000039220,Q80W00,52040
chr17,36907776,36907824,49,+,2780,peak10948,Trim31,Trim31,NA,NA,NA,NA,FALSE,NA,exon,Trim31,4.679900625750798e-4,-2.404558518447477,miR-194-5p,"miR-183-3p, miR-141-3p, miR-484",NA,NA,ENSMUSG00000058063,Q8R0K2,224762
chr17,36948232,36948283,52,+,1495,peak10951,NA,NA,NA,NA,NA,Rnf39,FALSE,NA,utr3*,Rnf39,0.1342795626934815,2.3195240070845022,miR-29-3p,let-7-5p/miR-98-5p,NA,miR-196-5p,ENSMUSG00000036492,A2RT81,386454
chr17,39842996,39843048,53,+,59417,peak10952,RP23-81C12.1,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-81C12.1,7.67180784209342e-4,-1.8729579686690494,NA,"miR-29-3p, miR-146ab-5p",NA,miR-328-3p,NA,"NA",NA
chr17,39845913,39845963,51,+,262905,peak10971,RP23-81C12.1,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-81C12.1,1.7815482164438795e-5,1.8973373470249133,miR-29-3p,NA,NA,NA,NA,"NA",NA
chr17,39847480,39847543,64,+,5722466,peak10980,RP23-81C12.3,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-81C12.3,0.09444655889936784,-0.9267382080809029,NA,miR-22-3p,NA,miR-671-5p,NA,"NA",NA
chr17,46168358,46168448,91,+,2240,peak11029,Gtpbp2,Gtpbp2,NA,NA,Gtpbp2,Gtpbp2,FALSE,NA,utr3,Gtpbp2,0.13878948930618232,1.8361390830632958,NA,"miR-103-3p/107-3p, miR-194-2-3p/6926-5p/7055-5p, miR-224-5p",NA,"miR-103-3p/107-3p, miR-671-5p",ENSMUSG00000023952,Q3UJK4,56055
chr17,46168755,46168809,55,+,12897,peak11032,Gtpbp2,NA,NA,NA,Gtpbp2,Gtpbp2,FALSE,NA,utr3,Gtpbp2,0.01683412113387517,1.3791891503383635,NA,NA,NA,NA,ENSMUSG00000023952,Q3UJK4,56055
chr17,46168913,46168975,63,+,11431,peak11033,Gtpbp2,NA,NA,NA,Gtpbp2,Gtpbp2,FALSE,NA,utr3,Gtpbp2,0.4818646174078006,0.42236378700117594,miR-29-3p,miR-29-3p,NA,NA,ENSMUSG00000023952,Q3UJK4,56055
chr17,46169059,46169107,49,+,2554,peak11034,Gtpbp2,NA,NA,NA,Gtpbp2,Gtpbp2,FALSE,NA,utr3,Gtpbp2,0.09375084672993973,1.979165993911042,NA,NA,NA,NA,ENSMUSG00000023952,Q3UJK4,56055
chr17,46169148,46169200,53,+,2351,peak11035,Gtpbp2,NA,NA,NA,Gtpbp2,Gtpbp2,FALSE,NA,utr3,Gtpbp2,0.7771529862631185,0.3075619769751814,NA,NA,NA,NA,ENSMUSG00000023952,Q3UJK4,56055
chr17,46169241,46169294,54,+,1381,peak11036,Gtpbp2,NA,NA,NA,Gtpbp2,Gtpbp2,FALSE,NA,utr3,Gtpbp2,0.2999774669591252,1.1975357526336807,NA,miR-141-5p/6769b-3p,NA,miR-671-5p,ENSMUSG00000023952,Q3UJK4,56055
chr17,46251171,46251227,57,+,3049,peak11037,Yipf3,NA,NA,NA,NA,NA,FALSE,NA,exon,Yipf3,0.2435937789333999,1.2362314715111111,NA,let-7-5p/miR-98-5p,NA,"miR-196-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000071074,Q3UDR8,28064
chr17,47469540,47469681,142,+,2925,peak11041,RP23-345D6.8-1,NA,NA,NA,RP23-345D6.8-1,NA,FALSE,NA,utr3,RP23-345D6.8-1,0.9848141261457303,0.018511157940712727,NA,miR-29-3p,NA,NA,NA,"NA",NA
chr17,47848870,47848920,51,+,1876,peak11045,n-R5s28,NA,NA,NA,NA,NA,FALSE,NA,exon,n-R5s28,2.5845873096208724e-10,-4.79062663763152,NA,NA,NA,NA,ENSMUSG00000064748,"NA",NA
chr17,50510601,50510657,57,+,3652,peak11047,NA,Plcl2,NA,NA,NA,NA,FALSE,NA,intron,Plcl2,0.04038229292965463,3.465458956453418,miR-29-3p,NA,NA,NA,ENSMUSG00000038910,Q8K394,224860
chr17,50539869,50539919,51,+,3457,peak11050,NA,Plcl2,NA,NA,NA,NA,FALSE,NA,intron,Plcl2,0.003926050559550693,4.3175396770599255,NA,let-7-5p/miR-98-5p,NA,"miR-27-3p, miR-196-5p",ENSMUSG00000038910,Q8K394,224860
chr17,57065338,57065401,64,+,6706,peak11058,Crb3,Crb3,NA,NA,Crb3,NA,FALSE,NA,utr3,Crb3,0.033414154906700966,1.7635803765827245,NA,NA,NA,miR-34-5p/449-5p,ENSMUSG00000044279,Q8QZT4,224912
chr17,57065448,57065487,40,+,3595,peak11059,Crb3,Crb3,NA,NA,Crb3,Crb3,FALSE,NA,utr3,Crb3,0.8483521291086253,-0.13829154315074504,NA,"let-7-5p/miR-98-5p, miR-153-3p",NA,miR-196-5p,ENSMUSG00000044279,Q8QZT4,224912
chr17,57065529,57065581,53,+,9662,peak11060,Crb3,Crb3,NA,NA,Crb3,Crb3,FALSE,NA,utr3,Crb3,7.638636937462086e-4,2.776395878392929,NA,miR-27-3p,let-7-5p/miR-98-5p,miR-139-3p,ENSMUSG00000044279,Q8QZT4,224912
chr17,57065621,57065666,46,+,3811,peak11061,Crb3,NA,NA,NA,Crb3,Crb3,FALSE,NA,utr3,Crb3,0.005495189911675734,3.250196384568388,NA,miR-106-3p,NA,miR-22-3p,ENSMUSG00000044279,Q8QZT4,224912
chr17,65841710,65841771,62,+,2061,peak11072,Ppp4r1,NA,NA,NA,Ppp4r1,NA,FALSE,NA,utr3,Ppp4r1,0.06826082273152949,2.5311056311563016,NA,"miR-345-5p, miR-7-5p",miR-103-3p/107-3p,"miR-27-3p, miR-140-5p",ENSMUSG00000061950,Q8K2V1,70351
chr17,69247532,69247595,64,+,1669,peak11076,Epb41l3,Epb41l3,NA,NA,NA,NA,FALSE,NA,exon,Epb41l3,0.29433415054201856,1.188060028458278,NA,"miR-196-5p, let-7-5p/miR-98-5p",NA,miR-22-3p,NA,Q9WV92,13823
chr17,71249015,71249091,77,+,1904,peak11092,Lpin2,Gm26561,NA,NA,Lpin2,Lpin2,FALSE,NA,utr3,Lpin2,0.08767131105693952,2.463505566258873,miR-19-3p,NA,NA,"miR-18-5p, miR-324-3p",ENSMUSG00000024052,Q99PI5,64898
chr17,71249134,71249228,95,+,2792,peak11093,Lpin2,Gm26561,NA,NA,Lpin2,Lpin2,FALSE,NA,utr3,Lpin2,0.00463605084919917,4.518930291416523,miR-151-3p,"miR-130-3p/301-3p, miR-148-3p/152-3p",miR-139-5p,"miR-185-5p, miR-19-3p, miR-141-3p, miR-141-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000024052,Q99PI5,64898
chr17,72849239,72849329,91,+,7055,peak11099,Ypel5,NA,NA,NA,Ypel5,NA,FALSE,NA,utr3,Ypel5,0.03729177079861713,1.5312214846651608,"miR-141-3p, miR-183-5p",NA,NA,NA,ENSMUSG00000039770,P62700,383295
chr17,74690395,74690447,53,+,3131,peak11112,Birc6,NA,NA,NA,Birc6,Birc6,FALSE,NA,utr3,Birc6,0.9959210819110398,0.005423372608122968,miR-200-3p/429-3p,NA,miR-26-5p,NA,ENSMUSG00000024073,O88738,12211
chr17,83224361,83224418,58,+,2167,peak11120,Pkdcc,NA,NA,NA,Pkdcc,NA,FALSE,NA,utr3,Pkdcc,0.03256377553288415,3.324998120765181,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,miR-153-3p,miR-23-3p,ENSMUSG00000024247,Q5RJI4,106522
chr17,83224783,83224858,76,+,2824,peak11122,Pkdcc,NA,NA,NA,Pkdcc,NA,FALSE,NA,utr3,Pkdcc,6.797261187409086e-4,-2.208042798238396,NA,NA,miR-24-3p,NA,ENSMUSG00000024247,Q5RJI4,106522
chr17,85028366,85028417,52,+,90453,peak11134,Slc3a1,NA,Slc3a1,NA,NA,NA,FALSE,NA,utr5,Slc3a1,0.7650578959354533,0.1698610357664468,NA,let-7-5p/miR-98-5p,NA,"miR-18-5p, miR-196-5p",ENSMUSG00000024131,Q91WV7,20532
chr17,85064015,85064065,51,+,1259,peak11139,Slc3a1,NA,NA,NA,NA,NA,FALSE,NA,exon,Slc3a1,0.01828454148539152,3.910635677847224,NA,miR-148-3p/152-3p,NA,miR-130-3p/301-3p,ENSMUSG00000024131,Q91WV7,20532
chr17,85127178,85127233,56,+,2371,peak11143,NA,Camkmt,NA,NA,NA,NA,FALSE,NA,intron,Camkmt,0.2759216990969712,1.1679056012137674,NA,"miR-21ac-5p, miR-17-5p/20-5p/93-5p/106-5p, miR-33-5p, miR-148-3p/152-3p",NA,"miR-130-3p/301-3p, miR-130-3p/301-3p",ENSMUSG00000071037,Q3U2J5,73582
chr17,86831094,86831148,55,+,2463,peak11149,Epas1,NA,NA,NA,Epas1,NA,FALSE,NA,utr3,Epas1,0.10437383979769616,1.9248174016057282,miR-24-3p,NA,NA,NA,ENSMUSG00000024140,P97481,13819
chr17,86831495,86831547,53,+,2225,peak11152,Epas1,NA,NA,NA,Epas1,NA,FALSE,NA,utr3,Epas1,0.487404726083338,0.7316931044836634,miR-182-5p,miR-501-5p,miR-96-5p,"miR-141-3p, miR-362-5p, miR-194-2-3p/6926-5p/7055-5p",ENSMUSG00000024140,P97481,13819
chr17,87290192,87290245,54,+,5239,peak11158,Ttc7,Ttc7,NA,NA,NA,NA,FALSE,NA,exon,Ttc7,0.4263433376200724,0.5830019687706152,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-205-5p, miR-501-5p, miR-362-5p","miR-103-3p/107-3p, miR-324-3p",ENSMUSG00000036918,Q8BGB2,225049
chr17,87346608,87346668,61,+,3618,peak11159,Ttc7,NA,NA,NA,Ttc7,NA,FALSE,NA,utr3,Ttc7,0.20753553113471684,1.1150079231651595,NA,NA,miR-200-3p/429-3p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000036918,Q8BGB2,225049
chr17,87650454,87650526,73,+,25512,peak11171,Epcam,NA,NA,NA,Epcam,NA,FALSE,NA,utr3,Epcam,0.5599793259247534,-0.41283267830634274,NA,NA,NA,NA,ENSMUSG00000045394,Q99JW5,17075
chr17,87650634,87650733,100,+,11795,peak11172,Epcam,NA,NA,NA,Epcam,NA,FALSE,NA,utr3,Epcam,0.00018199668169694918,4.8273552451536705,NA,NA,NA,"miR-22-3p, miR-378-3p, miR-484",ENSMUSG00000045394,Q99JW5,17075
chr17,87650805,87650858,54,+,2685,peak11173,Epcam,NA,NA,NA,Epcam,NA,FALSE,NA,utr3,Epcam,0.0072783718028199265,4.0472627860902275,NA,NA,NA,NA,ENSMUSG00000045394,Q99JW5,17075
chr17,87651005,87651086,82,+,6803,peak11174,Epcam,NA,NA,NA,Epcam,NA,FALSE,NA,utr3,Epcam,0.5003722657380276,0.5432347472207388,NA,NA,miR-194-2-3p/6926-5p/7055-5p,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-671-5p",ENSMUSG00000045394,Q99JW5,17075
chr17,6738326,6738389,64,-,11248,peak11177,Ezr,NA,NA,NA,Ezr,NA,FALSE,NA,utr3,Ezr,0.17745652148110466,0.834225124898877,NA,miR-7-5p,NA,NA,ENSMUSG00000052397,P26040,22350
chr17,6739349,6739396,48,-,3243,peak11186,Ezr,NA,NA,NA,NA,NA,FALSE,NA,exon,Ezr,0.0028111432868545803,-1.8756988601740958,NA,NA,NA,NA,ENSMUSG00000052397,P26040,22350
chr17,6754614,6754669,56,-,2724,peak11199,Ezr,NA,NA,NA,NA,NA,FALSE,NA,exon,Ezr,1.2223341975256775e-10,-3.323972129842676,NA,NA,let-7-5p/miR-98-5p,miR-33-5p,ENSMUSG00000052397,P26040,22350
chr17,6755843,6755889,47,-,56529,peak11201,Ezr,Ezr,NA,NA,NA,NA,FALSE,NA,exon,Ezr,0.21112261510097466,-0.5248334178781214,NA,miR-501-5p,NA,"miR-26-5p, miR-362-5p, miR-196-5p, miR-30a-3p/30d-3p/30e-3p",ENSMUSG00000052397,P26040,22350
chr17,7772654,7772706,53,-,3311,peak11203,Fndc1,NA,NA,NA,NA,NA,FALSE,NA,exon,Fndc1,0.4326918793313006,0.670301729354252,let-7-5p/miR-98-5p,miR-151-3p,NA,miR-196-5p,ENSMUSG00000071984,E9Q043,68655
chr17,12682994,12683090,97,-,6235,peak11208,Igf2r,NA,NA,NA,Igf2r,NA,FALSE,NA,utr3,Igf2r,0.5505581386941532,-0.36695246688371713,let-7-5p/miR-98-5p,miR-19-3p,NA,"miR-139-5p, miR-22-3p, miR-196-5p",ENSMUSG00000023830,Q07113,16004
chr17,12683169,12683223,55,-,1503,peak11209,Igf2r,NA,NA,NA,Igf2r,NA,FALSE,NA,utr3,Igf2r,0.08781586188919366,2.427517280248144,NA,NA,NA,NA,ENSMUSG00000023830,Q07113,16004
chr17,12714916,12714969,54,-,3850,peak11213,Igf2r,NA,NA,NA,NA,NA,FALSE,NA,exon,Igf2r,0.0634320570794771,1.7201237164467296,let-7-5p/miR-98-5p,miR-196-5p,NA,NA,ENSMUSG00000023830,Q07113,16004
chr17,12943359,12943417,59,-,2918,peak11217,Acat2,NA,NA,NA,Acat2,Acat2,FALSE,NA,utr3,Acat2,0.5486256009388832,0.6843557130674244,NA,miR-194-5p,miR-17-5p/20-5p/93-5p/106-5p,NA,ENSMUSG00000023832,O88908 Q8CAY6,110460
chr17,17529416,17529475,60,-,3538,peak11235,Lnpep,NA,NA,NA,Lnpep,NA,FALSE,NA,utr3,Lnpep,0.08977600434022613,1.8690933994733299,miR-194-5p,NA,"miR-200-3p/429-3p, miR-378-3p",NA,ENSMUSG00000023845,Q8C129,240028
chr17,23675692,23675758,67,-,4727,peak11246,Tnfrsf12a,NA,NA,Thoc6,Tnfrsf12a,NA,FALSE,NA,utr3,Tnfrsf12a,0.9313245520961043,-0.0837106842807988,miR-19-3p,NA,NA,NA,ENSMUSG00000023905,Q9CR75,27279
chr17,23737151,23737225,75,-,3717,peak11254,Paqr4,NA,NA,NA,Paqr4,NA,FALSE,NA,utr3,Paqr4,0.09146956280024697,1.4756824287711283,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,miR-103-3p/107-3p,ENSMUSG00000023909,Q9JJE4,76498
chr17,23972183,23972252,70,-,2875,peak11261,Prss30,NA,NA,NA,Prss30,Prss30,FALSE,NA,utr3,Prss30,0.11298875274863157,1.8614313891216006,NA,miR-21ac-5p,NA,NA,ENSMUSG00000024124,Q9QYZ9,30943
chr17,23972289,23972348,60,-,1813,peak11262,Prss30,NA,NA,NA,Prss30,Prss30,FALSE,NA,utr3,Prss30,0.12112944790538843,1.8971467312766193,NA,NA,NA,NA,ENSMUSG00000024124,Q9QYZ9,30943
chr17,23972602,23972665,64,-,4843,peak11264,Prss30,NA,NA,NA,Prss30,Prss30,FALSE,NA,utr3,Prss30,0.13408139259924592,1.4614198407002437,NA,"miR-27-3p, miR-103-3p/107-3p, miR-141-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",NA,"miR-103-3p/107-3p, miR-10-5p",ENSMUSG00000024124,Q9QYZ9,30943
chr17,23973675,23973761,87,-,9578,peak11269,Prss30,NA,NA,NA,NA,NA,FALSE,NA,exon,Prss30,0.010679985170602235,1.6881821252654865,NA,let-7-5p/miR-98-5p,NA,"miR-22-3p, miR-196-5p",ENSMUSG00000024124,Q9QYZ9,30943
chr17,23974056,23974111,56,-,1693,peak11270,Prss30,Prss30,NA,NA,NA,NA,FALSE,NA,exon,Prss30,0.03388162032008356,-1.633697981974555,NA,NA,NA,NA,ENSMUSG00000024124,Q9QYZ9,30943
chr17,23975130,23975185,56,-,5585,peak11271,Prss30,NA,Prss30,Prss30,NA,NA,FALSE,NA,utr5,Prss30,0.042908206502661264,1.762147637889156,NA,NA,miR-103-3p/107-3p,miR-186-5p,ENSMUSG00000024124,Q9QYZ9,30943
chr17,24048437,24048487,51,-,3082,peak11274,Kctd5,NA,NA,NA,Kctd5,NA,FALSE,NA,utr3,Kctd5,0.0014589651383819383,4.923956082886975,miR-30-5p/384-5p,NA,NA,"miR-139-3p, miR-378a-5p",ENSMUSG00000016946,Q8VC57,69259
chr17,24077836,24077896,61,-,1885,peak11284,Pdpk1,Pdpk1,NA,NA,Pdpk1,Pdpk1,FALSE,NA,utr3,Pdpk1,0.2688700898832966,1.2053564167684467,NA,"miR-24-3p, miR-484, miR-186-5p",NA,NA,ENSMUSG00000024122,Q9Z2A0,18607
chr17,24078769,24078831,63,-,1671,peak11285,Pdpk1,Pdpk1,NA,NA,Pdpk1,Pdpk1,FALSE,NA,utr3,Pdpk1,0.015896994499906433,4.0627892373510575,miR-671-5p,miR-148-3p/152-3p,NA,"miR-183-3p, miR-10-5p, miR-130-3p/301-3p",ENSMUSG00000024122,Q9Z2A0,18607
chr17,24224059,24224123,65,-,3858,peak11289,Ccnf,NA,NA,NA,NA,NA,FALSE,NA,exon,Ccnf,0.6130860112308693,-0.3974205946221177,let-7-5p/miR-98-5p,miR-21ac-5p,NA,"miR-185-5p, miR-196-5p",ENSMUSG00000072082,P51944,12449
